id;dateAdded;dateUpdated;address;categories;primaryCategories;city;country;keys;latitude;longitude;name;postalCode;province;rating;username
AWE2FvX5RxPSIh2RscTK;2018-01-18T18:43:12Z;2019-05-20T23:55:47Z;5620 Calle Real;Hotels,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel;Accommodation & Food Services;Goleta;US;us/ca/goleta/5620callereal/-1127060008;3.444.178;-11.981.979;Best Western Plus South Coast Inn;93117;CA;3;tatsurok2018
AVwcj_OhkufWRAb5wi9T;2016-11-06T20:21:05Z;2019-05-20T23:31:56Z;5th And San Carlos PO Box 3574;Hotels,Lodging,Hotel;Accommodation & Food Services;Carmel by the Sea;US;us/ca/carmelbythesea/5thandsancarlospobox3574/50035798;3.655.722;-12.192.194;Best Western Carmel's Town House Lodge;93921;CA;4;STEPHEN N
AVwcj_OhkufWRAb5wi9T;2016-11-06T20:21:05Z;2019-05-20T23:31:56Z;5th And San Carlos PO Box 3574;Hotels,Lodging,Hotel;Accommodation & Food Services;Carmel by the Sea;US;us/ca/carmelbythesea/5thandsancarlospobox3574/50035798;3.655.722;-12.192.194;Best Western Carmel's Town House Lodge;93921;CA;3;15Deborah
AVwcj_OhkufWRAb5wi9T;2016-11-06T20:21:05Z;2019-05-20T23:31:56Z;5th And San Carlos PO Box 3574;Hotels,Lodging,Hotel;Accommodation & Food Services;Carmel by the Sea;US;us/ca/carmelbythesea/5thandsancarlospobox3574/50035798;3.655.722;-12.192.194;Best Western Carmel's Town House Lodge;93921;CA;5;Wilfredo M
AVwcj_OhkufWRAb5wi9T;2016-11-06T20:21:05Z;2019-05-20T23:31:56Z;5th And San Carlos PO Box 3574;Hotels,Lodging,Hotel;Accommodation & Food Services;Carmel by the Sea;US;us/ca/carmelbythesea/5thandsancarlospobox3574/50035798;3.655.722;-12.192.194;Best Western Carmel's Town House Lodge;93921;CA;2;Luc D
AVweLARAByjofQCxv5vX;2016-05-16T22:39:30Z;2019-05-20T23:28:44Z;167 W Main St;Hotels,Hotels and motels,Hotel,Restaurants;Accommodation & Food Services;Lexington;US;us/ky/lexington/167wmainst/-1165617038;38.047.014;-84.497.742;21c Museum Hotel Lexington;40507;KY;4;LKDiScenza
AVweLARAByjofQCxv5vX;2016-05-16T22:39:30Z;2019-05-20T23:28:44Z;167 W Main St;Hotels,Hotels and motels,Hotel,Restaurants;Accommodation & Food Services;Lexington;US;us/ky/lexington/167wmainst/-1165617038;38.047.014;-84.497.742;21c Museum Hotel Lexington;40507;KY;1;GGTravels2016
AV1thAoL3-Khe5l_Ott5;2017-07-23T03:35:56Z;2019-05-20T23:28:32Z;115 W Steve Wariner Dr;Hotels and motels,Hotel;Accommodation & Food Services;Russell Springs;US;us/ky/russellsprings/115wstevewarinerdr/-411694349;37.065.296;-8.507.358;Springs Motel LLC;42642;KY;1;madaramapquest
AVz6h4Sb3D1zeR_xDHsu;2017-06-30T19:43:24Z;2019-05-20T23:27:06Z;2240 Buena Vista Rd;Budget Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Hotel;Accommodation & Food Services;Lexington;US;us/ky/lexington/2240buenavistard/-659606824;380.421;-844.271;Microtel Inn Suites By Wyndham Lexington;40505;KY;5;IUMIKECOO
AVwdo6WHByjofQCxrGaj;2016-11-02T17:23:39Z;2019-05-20T23:26:47Z;1107 N Main St;Hotels,Bed Breakfasts,Bed & Breakfasts,Hotels and motels,Lodging,Hotels Motels,travel,Motels,Hotels & Motels,Hotel;Accommodation & Food Services;Hopkinsville;US;us/ky/hopkinsville/1107nmainst/-1877262391;36.889;-874.813;American Inn;42240;KY;1;johnnytuba
AVwcuo0eIN2L1WUfoPEk;2016-03-23T04:19:28Z;2019-05-20T23:26:33Z;1953 Nicholasville Rd;Hotels,Hotels and motels,Hotel and motel reservations,Corporate Lodging,Lodging,Hotel;Accommodation & Food Services;Lexington;US;us/ky/lexington/1953nicholasvillerd/861200040;3.801.243;-8.451.635;Hampton Inn Lexington Medical Center;40503;KY;5;colonialgal
AWB2mcqARxPSIh2RpdHz;2017-12-21T00:00:53Z;2019-05-20T23:10:15Z;4200 Via Real;Hotels,Lodging,Hotels Motels,Motels,Hotel;Accommodation & Food Services;Carpinteria;US;us/ca/carpinteria/4200viareal/1997906078;3.440.507;-11.953.119;Motel 6 Santa Barbara - Carpinteria North;93013;CA;3;Jonathan C
AVwdhvN2kufWRAb56xSm;2017-01-16T18:09:54Z;2019-05-20T23:08:26Z;1818 El Camino Real;Hotels,Hotels and motels,Budget Hotels,Corporate Lodging,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Hotel,Business Hotels;Accommodation & Food Services;Redwood City;US;us/ca/redwoodcity/1818elcaminoreal/-728412515;374.777;-1.222.249;Comfort Inn;94063;CA;5;Kristen Y
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;3;Stacy D
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;brand0nstark
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;2;RobertKestenbaum
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;donp638
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;B1962UTvictoriaa
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;3;kenthecelt
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;josenc2016
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;396kathyg
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;Alamo77
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;jrvcrj
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;ophiacus46
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;Cindy P
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;jovinhome
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;1;mattpC371JZ
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;2;cseibert91
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;2;G2744BFjand
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;Diana F
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;1;am0raga
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;2;Melissa W
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;Ashlee B
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;246elnap
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;1;josephcarter2018
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;David E
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;1;64allen
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;Frank D
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;Thomas W
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;2;Ken P
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;338maikelj
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;ezellam
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;SiriusSkier23
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;200cathyt
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;Michael S
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;3;bobcampbell60
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;71selwynh
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;calipilot
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;Ian M
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;Gina R
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;2;akuhn342555
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;Rebecca B
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;karab997
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;cathyg117
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;Timothy C
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;arethac789
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;JULPST
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;4;Biscuit2005
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;nmoissaint
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;res877
AWV8VsCtRxPSIh2RyTvS;2018-08-27T17:01:16Z;2019-05-20T21:40:08Z;610 Poydras St;Building,Hotels and motels,Hotel;Accommodation & Food Services;New Orleans;US;us/la/neworleans/610poydrasst/-946012914;29.949.125;-90.069.748;The Whitney Hotel;70130;LA;5;Bill7766
AVwd89xXkufWRAb5-sIk;2015-10-24T00:35:05Z;2019-05-20T20:23:34Z;1400 David Dr;Condominiums,Hotels and motels,Hotel and motel reservations,Resorts,Hotel;Accommodation & Food Services;Estes Park;US;us/co/estespark/1400daviddr/87278756;40.395.578;-105.565.417;Estes Park Condos;80517;CO;5;M3RM0R
AVwd89xXkufWRAb5-sIk;2015-10-24T00:35:05Z;2019-05-20T20:23:34Z;1400 David Dr;Condominiums,Hotels and motels,Hotel and motel reservations,Resorts,Hotel;Accommodation & Food Services;Estes Park;US;us/co/estespark/1400daviddr/87278756;40.395.578;-105.565.417;Estes Park Condos;80517;CO;5;Clarence I
AVwd89xXkufWRAb5-sIk;2015-10-24T00:35:05Z;2019-05-20T20:23:34Z;1400 David Dr;Condominiums,Hotels and motels,Hotel and motel reservations,Resorts,Hotel;Accommodation & Food Services;Estes Park;US;us/co/estespark/1400daviddr/87278756;40.395.578;-105.565.417;Estes Park Condos;80517;CO;5;Cecilia M
AWCACh4CIxWefVJwvFKH;2017-12-22T21:02:59Z;2019-05-20T20:23:08Z;37 Park St;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Rangely;US;us/co/rangely/37parkst/1544720541;40.087.948;-10.881.097;Blue Mountain Inn Suites;81648;CO;4;Richard R
AVwc5LuukufWRAb50Jbl;2016-11-15T21:07:56Z;2019-05-20T20:23:07Z;850 S Main St;Hotels,Hotels and motels,Hotel;Accommodation & Food Services;Longmont;US;us/co/longmont/850smainst/461975158;40.149.498;-10.510.209;Hampton Inn-longmont;80501;CO;4;lshaf1315
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;Galway C
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;EKG1226
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;shauns300
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;4;rewardgal
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;almarcusp23
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;JRHLindsey
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;Janice R
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;ludwig71937
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;KenSparks
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;almarcusp23
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;ProMommie
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;Donna B
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;995eddies
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;Yorlive
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;59jessicac
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;Jo K
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;4;Lance Y
AVzA_6Z0-gnIPe8DSgb_;2017-06-19T15:36:38Z;2019-05-20T20:12:49Z;1170 Interquest Pkwy;Hotels and motels,Hotel and motel reservations,Hotel;Accommodation & Food Services;Colorado Springs;US;us/co/coloradosprings/1170interquestpkwy/1267687388;38.991.085;-10.480.846;Drury Inn Suites Colorado Springs Near The Air Force Academy;80921;CO;5;Diane D
